algorithm,ask,askSize,averageDailyVolume10Day,averageVolume,averageVolume10days,beta,bid,bidSize,circulatingSupply,currency,dayHigh,dayLow,dividendRate,dividendYield,exDividendDate,expireDate,fiftyDayAverage,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiveYearAvgDividendYield,forwardPE,fromCurrency,lastMarket,marketCap,maxAge,maxSupply,navPrice,open,openInterest,payoutRatio,previousClose,priceHint,priceToSalesTrailing12Months,regularMarketDayHigh,regularMarketDayLow,regularMarketOpen,regularMarketPreviousClose,regularMarketVolume,startDate,strikePrice,symbol,totalAssets,tradeable,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingPE,twoHundredDayAverage,volume,volume24Hr,volumeAllCurrencies,yield,ytdReturn
,6.1,0,0,410250,0,,6.07,0,,MYR,6.12,5.92,,,-,-,7.5466666,7.9,5.92,,12.2,,,,1,,,5.97,,,5.91,2,,6.12,5.92,5.97,5.91,3156900,-,,3816.KL,,False,,,,7.3281393,3156900,,,,
,2.25,0,0,148950,0,,2.24,0,,MYR,2.26,2.22,,,-,-,1.85,2.26,1.66,,,,,3187564800,1,,,2.22,,,2.23,2,,2.26,2.22,2.22,2.23,653200,-,,3859.KL,,False,0.15,0.06726458,15.555556,1.7858536,653200,,,,
,10.56,0,0,1001600,0,,10.5,0,,MYR,10.56,10.2,,,-,-,10.746667,14.52,10.2,,,,,1997761536,1,,,10.22,,,10.46,2,,10.56,10.2,10.22,10.46,134200,-,,3867.KL,,False,0.23,0.021988528,13.027295,12.012093,134200,,,,
,1.94,0,0,208600,0,,1.92,0,,MYR,1.95,1.89,,,-,-,1.2766666,1.95,1.27,,,,,585697920,1,,,1.89,,,1.9,2,,1.95,1.89,1.89,1.9,522800,-,,3883.KL,,False,0.03,0.015789473,18.285715,1.3239025,522800,,,,
,1.72,0,0,1500,0,,1.71,0,,MYR,1.72,1.71,,,-,-,1.35,1.72,1.28,,,,,393701888,1,,,1.71,,,1.71,2,,1.72,1.71,1.71,1.71,109400,-,,3921.KL,,False,0.02,0.011695906,,1.3307317,109400,,,,
,6.54,0,287966,94650,287966,,6.52,0,,MYR,6.59,6.51,,,-,-,6.5033336,6.83,6.46,,,,,4057167360,1,,,6.51,,,6.54,2,,6.59,6.51,6.51,6.54,209000,-,,4006.KL,,False,0.18,0.027522936,14.248366,6.536744,209000,,,,
,19.24,0,0,490800,0,,19.2,0,,MYR,19.3,19.02,,,-,-,17.493332,19.3,16.32,,,,,22809020416,1,,,19.02,,,19.3,2,,19.3,19.02,19.02,19.3,1347600,-,,4065.KL,,False,0.25,0.012953368,21.42539,17.180952,1347600,,,,
,36.66,0,0,131850,0,,36.6,0,,MYR,37.4,35.86,,,-,-,34.113335,45.4,31.4,,,,,10467528704,1,,,35.9,,,35.88,2,,37.4,35.86,35.9,35.88,616100,-,,4162.KL,,False,2.89,0.08054627,12.427118,36.094284,616100,,,,
,2.47,0,0,8741000,0,,2.46,0,,MYR,2.48,2.43,,,-,-,3.0366666,4.85,2.04,,20.583334,,,15627864064,1,,,2.45,,,2.45,2,,2.48,2.43,2.45,2.45,14412100,-,,4197.KL,,False,0.25,0.10204081,7.1387286,2.465366,14412100,,,,
,0.59,0,0,53400,0,,0.575,0,,MYR,0.59,0.57,,,-,-,0.69666666,0.905,0.57,,,,,281715552,1,,,0.575,,,0.575,2,,0.59,0.57,0.575,0.575,591500,-,,4243.KL,,False,0.025,0.04347826,4.645669,0.7144186,591500,,,,
,0.5,0,0,129850,0,,0.49,0,,MYR,0.49,0.49,,,-,-,0.53,0.635,0.49,,,,,486090304,1,,,0.49,,,0.49,2,,0.49,0.49,0.49,0.49,55500,-,,4251.KL,,False,0.013,0.026530612,13.243243,0.53034884,55500,,,,
,0.7,0,0,323850,0,,0.695,0,,MYR,0.7,0.69,,,-,-,1.0766667,1.21,0.69,,,,,672755136,1,,,0.7,,,0.7,3,,0.7,0.69,0.7,0.7,319700,-,,4383.KL,,False,0.01,0.014285714,12.192983,1.0841464,319700,,,,
,1.83,0,0,21150,0,,1.8,0,,MYR,1.82,1.82,,,-,-,1.71,1.87,1.29,,,,,1200901760,1,,,1.82,,,1.82,2,,1.82,1.82,1.82,1.82,12000,-,,4405.KL,,False,0.05,0.027472528,108.23529,1.5702381,12000,,,,
,7.08,0,0,5850,0,,6.92,0,,MYR,7.08,7.0,,,-,-,10.833333,13.26,7.0,,,,,848001024,1,,,7.08,,,7.0,2,1.2342244,7.08,7.0,7.08,7.0,1200,-,,4448.KL,,False,0.9,0.12857142,8.474577,11.9438095,1200,,,,
,0.515,0,0,307100,0,,0.51,0,,MYR,0.52,0.495,,,-,-,0.68,0.96,0.495,,,,,571238016,1,,,0.5,,,0.495,3,,0.52,0.495,0.5,0.495,3335100,-,,4502.KL,,False,0.1,0.2020202,4.153226,0.6706977,3335100,,,,
,4.06,0,0,132150,0,,4.03,0,,MYR,4.12,4.0,,,-,-,4.94,5.66,4.0,,,,,2164214784,1,,,4.0,,,4.0,2,,4.12,4.0,4.0,4.0,126200,-,,4634.KL,,False,0.131,0.03275,34.444447,5.1590476,126200,,,,
,1.17,0,0,5165900,0,,1.16,0,,MYR,1.19,1.09,,,-,-,1.5333333,1.55,1.09,,,,,12189761536,1,,,1.09,,,1.1,2,,1.19,1.09,1.09,1.1,36692800,-,,4677.KL,,False,0.095,0.086363636,13.295454,1.3702326,36692800,,,,
,146.4,0,0,78600,0,,146.2,0,,MYR,148.0,145.0,,,-,-,113.23334,148.0,82.7,,,,,34283898880,1,,,148.0,,,147.0,2,,148.0,145.0,148.0,147.0,125100,-,,4707.KL,,False,2.4,0.016326532,54.983078,103.188835,125100,,,,
,4.96,0,0,4326800,0,,4.95,0,,MYR,5.01,4.93,,,-,-,5.54,6.19,4.87,,,,,28061251584,1,,,4.94,,,4.92,2,,5.01,4.93,4.94,4.92,5349400,-,,4715.KL,,False,0.071,0.0144308945,26.612902,5.5204763,5349400,,,,
,6.75,0,0,22800,0,,6.71,0,,MYR,6.73,6.69,,,-,-,8.806666,9.85,6.69,,,,,1543299968,1,,,6.72,,,6.7,2,,6.73,6.69,6.72,6.7,689500,-,,4731.KL,,False,0.25,0.037313435,6.4457254,8.782857,689500,,,,
,3.65,0,0,1446400,0,,3.63,0,,MYR,3.74,3.61,,,-,-,6.14,6.69,3.61,,,,,13641286656,1,,,3.67,,,3.66,2,,3.74,3.61,3.67,3.66,4582700,-,,4863.KL,,False,0.214,0.058469944,15.252101,6.1090474,4582700,,,,
,0.645,0,0,586550,0,,0.64,0,,MYR,0.655,0.64,,,-,-,0.63666666,0.7,0.575,,,,,1095622400,1,,,0.655,,,0.655,2,1.2739307,0.655,0.64,0.655,0.655,1911800,-,,4898.KL,,False,0.018,0.027480915,,0.63285714,1911800,,,,
,0.63,0,0,415650,0,,0.615,0,,MYR,0.63,0.615,,,-,-,0.855,1.19,0.615,,,,,121062056,1,,,0.615,,,0.635,2,,0.63,0.615,0.615,0.635,38400,-,,4944.KL,,False,0.02,0.031496063,17.5,0.84619045,38400,,,,
,0.8,0,0,39100,0,,0.75,0,,MYR,0.75,0.75,,,-,-,0.825,0.96,0.75,,,,,75000000,1,,,0.75,,,0.75,2,,0.75,0.75,0.75,0.75,20600,-,,4952.KL,,False,0.07,0.093333334,6.355932,0.8316279,20600,,,,
,1.2,0,0,7325,0,,1.18,0,,MYR,1.2,1.2,,,-,-,2.0,2.72,1.2,,,,,574912832,1,,,1.2,,,1.2,2,,1.2,1.2,1.2,1.2,105000,-,,5000.KL,,False,0.03,0.024999999,9.448819,2.114524,105000,,,,
,2.58,0,0,1912000,0,,2.57,0,,MYR,2.58,2.41,,,-,-,3.04,4.25,2.41,,,,,1885945600,1,,,2.42,,,2.42,2,,2.58,2.41,2.42,2.42,1841000,-,,5005.KL,,False,0.1,0.041322313,11.125541,3.339762,1841000,,,,
,1.61,0,0,139700,0,,1.57,0,,MYR,1.58,1.56,,,-,-,1.7333333,1.94,1.56,,,,,470266816,1,,,1.57,,,1.57,2,,1.58,1.56,1.57,1.57,149800,-,,5007.KL,,False,0.078,0.04968153,7.8109455,1.8009524,149800,,,,
,4.07,0,0,14600,0,,4.0,0,,MYR,4.06,4.0,,,-,-,4.0066667,4.31,3.7,,,,,273904800,1,,,4.06,,,4.0,2,,4.06,4.0,4.06,4.0,5000,-,,5008.KL,,False,0.15,0.0375,18.348625,3.9835715,5000,,,,
,1.9,0,0,2000,0,,1.85,0,,MYR,1.85,1.85,,,-,-,1.95,2.01,1.85,,,,,424343776,1,,,1.85,,,1.88,2,0.54170465,1.85,1.85,1.85,1.88,20000,-,,5009.KL,,False,0.1,0.05319149,16.086956,1.947907,20000,,,,
,3.35,0,0,22400,0,,3.34,0,,MYR,3.36,3.33,,,-,-,4.1033335,4.48,3.28,,,,,416297600,1,,,3.34,,,3.33,2,,3.36,3.33,3.34,3.33,17400,-,,5010.KL,,False,0.1,0.03003003,69.58333,4.064878,17400,,,,
,2.69,0,0,254940,0,,2.62,0,,MYR,2.7,2.6,,,-,-,3.3133333,3.75,2.6,,,,,1173862784,1,,,2.6,,,2.6,2,,2.7,2.6,2.6,2.6,206500,-,,5012.KL,,False,0.125,0.048076924,6.7519183,3.5119047,206500,,,,
,8.82,0,0,930200,0,,8.81,0,,MYR,8.87,8.63,,,-,-,9.053333,9.4,7.86,,,,,14617464832,1,,,8.8,,,8.62,2,,8.87,8.63,8.8,8.62,3809600,-,,5014.KL,,False,0.085,0.009860789,,8.746667,3809600,,,,
,3.8,0,0,2450,0,,3.63,0,,MYR,3.63,3.63,,,-,-,3.7666667,4.1,3.42,,,,,709984448,1,,,3.63,,,3.58,2,,3.63,3.63,3.63,3.58,1200,-,,5015.KL,,False,0.195,0.054469272,13.646617,3.68,1200,,,,
,2.19,0,0,1900,0,,2.02,0,,MYR,2.02,2.02,,,-,-,2.0,2.15,1.98,,,,,131505632,1,,,2.02,,,2.02,2,,2.02,2.02,2.02,2.02,200,-,,5016.KL,,False,0.07,0.034653466,,2.0,200,,,,
,0.455,0,0,7600,0,,0.45,0,,MYR,0.455,0.45,,,-,-,0.53,0.69,0.45,,,,,325579488,1,,,0.455,,,0.455,2,,0.455,0.45,0.455,0.455,77700,-,,5020.KL,,False,0.04,0.08791208,4.017857,0.5760149,77700,,,,
,0.38,0,0,0,0,,0.365,0,,MYR,0.4,0.38,,,-,-,0.42,0.57,0.38,,,,,48310400,1,,,0.38,,,0.4,2,,0.4,0.38,0.38,0.4,11000,-,,5022.KL,,False,0.025,0.0625,14.814815,0.44195122,11000,,,,
,1.08,0,0,48100,0,,1.07,0,,MYR,1.08,1.08,,,-,-,1.1,1.23,1.08,,,,,864000064,1,,,1.08,,,1.08,2,,1.08,1.08,1.08,1.08,28900,-,,5024.KL,,False,0.04,0.037037034,15.652175,1.1123255,28900,,,,
,0.76,0,0,16500,0,,0.7,0,,MYR,0.705,0.705,,,-,-,0.83666664,0.915,0.705,,,,,,1,,,0.705,,,0.705,3,,0.705,0.705,0.705,0.705,18000,-,,5026.KL,,False,,,,0.8477381,18000,,,,
,1.33,0,0,32900,0,,1.32,0,,MYR,1.33,1.31,,,-,-,4.1866665,4.9,1.31,,,,,413925280,1,,,1.32,,,1.31,2,,1.33,1.31,1.32,1.31,29300,-,,5027.KL,,False,0.13,0.099236645,5.8078604,4.279762,29300,,,,
,11.5,0,0,0,0,,10.5,0,,MYR,10.5,10.5,,,-,-,8.72,10.5,8.62,,,,,1484594944,1,,,10.5,,,10.5,2,,10.5,10.5,10.5,10.5,100,-,,5029.KL,,False,0.25,0.023809524,21.042084,8.8651285,100,,,,
,8.37,0,0,398050,0,,8.33,0,,MYR,8.37,8.35,,,-,-,8.823334,9.9,8.35,,,,,4806260224,1,,,8.37,,,8.37,2,,8.37,8.35,8.37,8.37,103500,-,,5031.KL,,False,0.067,0.008004779,10.760309,9.051666,103500,,,,
,5.69,0,0,0,0,,5.6,0,,MYR,5.52,5.52,,,-,-,5.85,6.24,5.52,,,,,2539200000,1,,,5.52,,,5.52,2,,5.52,5.52,5.52,5.52,600,-,,5032.KL,,False,0.22,0.039855074,19.23345,5.9907503,600,,,,
,1.22,0,0,15000,0,,1.21,0,,MYR,1.22,1.21,,,-,-,1.18,1.32,1.16,,,,,400513664,1,,,1.21,,,1.21,2,,1.22,1.21,1.21,1.21,90100,-,,5041.KL,,False,0.038,0.031404957,9.527559,1.190244,90100,,,,
,2.04,0,400,1000,400,,1.81,0,,MYR,2.0,2.0,,,-,-,1.9,2.23,1.7,,,,,,1,,,2.0,,,2.0,2,,2.0,2.0,2.0,2.0,2900,-,,5047.KL,,False,,,,1.9536842,2900,,,,
,1.4,0,0,0,0,,1.3,0,,MYR,1.4,1.4,,,-,-,1.68,1.72,1.4,,,,,140000000,1,,,1.4,,,1.4,2,,1.4,1.4,1.4,1.4,2000,-,,5049.KL,,False,0.03,0.021428572,8.917197,1.5921428,2000,,,,
,0.99,0,743416,332150,743416,,0.98,0,,MYR,0.99,0.975,,,-,-,1.0433333,1.12,0.975,,,,,1357094272,1,,,0.98,,,0.99,2,,0.99,0.975,0.98,0.99,343200,-,,5053.KL,,False,0.05,0.05050505,2.0675106,1.0528572,343200,,,,
,0.46,0,0,705500,0,,0.445,0,,MYR,0.45,0.45,,,-,-,0.775,0.86,0.45,,,,,216223648,1,,,0.45,,,0.44,2,,0.45,0.45,0.45,0.44,160600,-,,5054.KL,,False,0.007,0.01590909,8.035714,0.6651163,160600,,,,
,1.05,0,0,486600,0,,1.03,0,,MYR,1.05,1.0,,,-,-,1.1,1.38,1.0,,,,,318038688,1,,,1.01,,,1.0,2,,1.05,1.0,1.01,1.0,292800,-,,5056.KL,,False,0.007,0.007,8.974359,1.1011904,292800,,,,
,0.47,0,0,126350,0,,0.455,0,,MYR,0.47,0.45,,,-,-,0.605,1.06,0.45,,,,,124080000,1,,,0.46,,,0.47,2,,0.47,0.45,0.46,0.47,204900,-,,5062.KL,,False,0.13,0.27659574,1.1270983,0.6230233,204900,,,,
,1.29,0,0,91800,0,,1.28,0,,MYR,1.29,1.27,,,-,-,1.3766667,1.64,1.13,,,,,95656336,1,,,1.27,,,1.27,2,,1.29,1.27,1.27,1.27,185800,-,,5065.KL,,False,0.025,0.01968504,15.731707,1.3558537,185800,,,,
,0.575,0,0,149350,0,,0.57,0,,MYR,0.59,0.56,,,-,-,0.5833333,0.81,0.56,,9.5,,,640189760,1,,,0.565,,,0.565,2,,0.59,0.56,0.565,0.565,406300,-,,5066.KL,,False,0.016,0.028318586,11.176471,0.63182926,406300,,,,
,0.0,0,0,0,0,,8.05,0,,MYR,8.0,8.0,,,-,-,8.34,8.5,8.0,,,,,748000000,1,,,8.0,,,8.0,2,,8.0,8.0,8.0,8.0,5000,-,,5069.KL,,False,0.02,0.0025,216.21622,8.34875,5000,,,,
,0.505,0,0,238800,0,,0.495,0,,MYR,0.52,0.495,,,-,-,1.0933334,1.2,0.495,,,,,167084288,1,,,0.5,,,0.5,3,,0.52,0.495,0.5,0.5,1084400,-,,5070.KL,,False,0.13,0.26,2.475,1.0859524,1084400,,,,
,1.0,0,0,84500,0,,0.985,0,,MYR,0.99,0.985,,,-,-,1.3133333,1.49,0.985,,,,,522603552,1,,,0.99,,,0.99,3,,0.99,0.985,0.99,0.99,168200,-,,5071.KL,,False,0.04,0.04040404,3.7884617,1.317907,168200,,,,
,0.37,0,0,13218350,0,,0.365,0,,MYR,0.375,0.365,,,-,-,0.49833333,0.52,0.345,,,,,263776336,1,,,0.37,,,0.375,2,,0.375,0.365,0.37,0.375,2987300,-,,5072.KL,,False,0.003,0.008,,0.435,2987300,,,,
,1.55,0,0,42100,0,,1.5,0,,MYR,1.55,1.55,,,-,-,1.5,1.75,1.49,,,,,591377728,1,,,1.55,,,1.53,2,,1.55,1.55,1.55,1.53,100,-,,5075.KL,,False,0.045,0.029411767,4.390935,1.5530952,100,,,,
,0.5,0,0,48800,0,,0.49,0,,MYR,0.5,0.49,,,-,-,0.63,0.795,0.485,,,,,205176000,1,,,0.49,,,0.495,2,,0.5,0.49,0.49,0.495,85100,-,,5080.KL,,False,0.01,0.02020202,50.0,0.6236905,85100,,,,
,0.65,0,0,0,0,,0.54,0,,MYR,0.51,0.51,,,-,-,0.825,0.92,0.51,,,,,253167056,1,,,0.51,,,0.51,2,,0.51,0.51,0.51,0.51,100,-,,5084.KL,,False,0.035,0.068627454,5.151515,0.86388886,100,,,,
,1.05,0,0,0,0,,0.99,0,,MYR,1.01,1.0,,,-,-,1.53,1.95,1.0,,,,,204670432,1,,,1.0,,,1.04,2,,1.01,1.0,1.0,1.04,15000,-,,5088.KL,,False,0.05,0.048076924,12.317073,1.50625,15000,,,,
,0.31,0,708400,15208194,708400,,0.305,0,,MYR,0.31,0.31,,,-,-,0.30200002,0.545,0.285,,,,,523043232,1,,,0.31,,,0.32,3,,0.31,0.31,0.31,0.32,148500,-,,5090.KL,,False,0.011,0.034375,19.375,0.36504546,148500,,,,
,0.0,0,969100,717665,969100,,0.0,0,,MYR,0.58,0.575,,,-,-,0.575,0.58,0.43,,,,,207000000,1,,,0.58,,,0.575,3,1.7425867,0.58,0.575,0.58,0.575,524900,-,,5092.KL,,False,0.01,0.017391304,9.583333,0.55313635,524900,,,,
,1.32,0,175800,249780,175800,,1.31,0,,MYR,1.32,1.31,,,-,-,1.3560001,2.01,1.27,,,,,483044128,1,,,1.32,,,1.32,2,,1.32,1.31,1.32,1.32,116700,-,,5094.KL,,False,0.08,0.06060606,8.343948,1.4753636,116700,,,,
,0.805,0,555300,1424242,555300,,0.795,0,,MYR,0.8,0.79,,,-,-,0.829,1.78,0.685,,,,,371415712,1,,,0.79,,,0.785,3,,0.8,0.79,0.79,0.785,185500,-,,5095.KL,,False,0.026,0.03312102,5.4761906,0.9730909,185500,,,,
,3.12,0,3620900,5491145,3620900,,3.11,0,,MYR,3.14,3.08,,,-,-,3.762,4.75,3.02,,,,,8654725120,1,,,3.09,,,3.09,2,,3.14,3.08,3.09,3.09,4937900,-,,5099.KL,,False,0.04,0.012944984,6.8351645,3.862963,4937900,,,,
,0.98,0,123000,32611,123000,,0.965,0,,MYR,1.0,0.97,,,-,-,0.90900004,1.43,0.85,,,,,182023408,1,,,1.0,,,0.97,2,,1.0,0.97,1.0,0.97,14700,-,,5100.KL,,False,0.08,0.082474224,7.5193806,0.99108106,14700,,,,
,2.45,0,58000,51025,58000,,2.42,0,,MYR,2.42,2.41,,,-,-,2.5,3.48,2.38,,,,,465010240,1,,,2.42,,,2.43,2,,2.42,2.41,2.42,2.43,88200,-,,5105.KL,,False,0.04,0.016460905,6.095718,2.6928182,88200,,,,
,1.54,0,167600,699371,167600,,1.52,0,,MYR,1.56,1.52,,,-,-,1.392,1.67,1.19,,,,,1679858432,1,,,1.56,,,1.53,2,,1.56,1.52,1.56,1.53,21600,-,,5106.KL,,False,0.084,0.05490196,16.888887,1.3735454,21600,,,,
,1.41,0,23500,58865,23500,,1.37,0,,MYR,1.37,1.37,,,-,-,1.174,4.88,1.13,,,,,120891544,1,,,1.37,,,1.37,2,,1.37,1.37,1.37,1.37,4100,-,,5107.KL,,False,0.1,0.072992705,5.7805905,1.6120721,4100,,,,
,1.17,0,435700,720654,435700,,1.16,0,,MYR,1.17,1.15,,,-,-,1.136,1.28,1.07,,,,,1536292352,1,,,1.15,,,1.15,2,,1.17,1.15,1.15,1.15,204900,-,,5109.KL,,False,0.081,0.07043479,27.619047,1.1620001,204900,,,,
,1.47,0,40600,30811,40600,,1.46,0,,MYR,1.46,1.45,,,-,-,1.39,1.75,1.33,,,,,617393152,1,,,1.45,,,1.48,2,,1.46,1.45,1.45,1.48,15100,-,,5110.KL,,False,0.11,0.074324325,5.5938697,1.5278379,15100,,,,
,0.98,0,14000,63742,14000,,0.975,0,,MYR,0.98,0.97,,,-,-,0.991,1.23,0.97,,,,,272085024,1,,,0.98,,,0.975,2,,0.98,0.97,0.98,0.975,11500,-,,5111.KL,,False,0.069,0.07076923,9.7,1.1208109,11500,,,,
,1.31,0,16200,38588,16200,,1.27,0,,MYR,1.29,1.25,,,-,-,1.1960001,1.56,1.08,,,,,910282496,1,,,1.29,,,1.25,2,,1.29,1.25,1.29,1.25,56000,-,,5116.KL,,False,0.077,0.0616,12.886598,1.2973636,56000,,,,
,0.61,0,322700,271202,322700,,0.6,0,,MYR,0.605,0.6,,,-,-,0.6,0.76,0.575,,,,,415273216,1,,,0.605,,,0.605,3,,0.605,0.6,0.605,0.605,365200,-,,5120.KL,,False,0.051,0.084297515,6.05,0.645,365200,,,,
,1.22,0,422300,115791,422300,,1.21,0,,MYR,1.22,1.22,,,-,-,1.2080001,1.40854,1.14,,,,,488773472,1,,,1.22,,,1.22,2,,1.22,1.22,1.22,1.22,5400,-,,5121.KL,,False,0.105,0.08606557,110.909096,1.2025225,5400,,,,
,1.15,0,268700,797851,268700,,1.14,0,,MYR,1.16,1.14,,,-,-,1.12,1.36,0.995,,,,,753974336,1,,,1.16,,,1.14,2,,1.16,1.14,1.16,1.14,31200,-,,5123.KL,,False,0.066,0.057894737,11.176471,1.1493636,31200,,,,
,0.585,0,475100,443914,475100,,0.585,0,,MYR,0.595,0.585,,,-,-,0.585,0.74,0.51,,,,,356607776,1,,,0.59,,,0.59,3,,0.595,0.585,0.59,0.59,150500,-,,5125.KL,,False,0.021,0.035593223,9.435484,0.6059091,150500,,,,
,3.2,0,0,113700,0,,3.18,0,,MYR,3.2,3.18,,,-,-,3.7633333,4.72,3.18,,,,,1405992448,1,,,3.2,,,3.2,2,,3.2,3.18,3.2,3.2,14000,-,,5126.KL,,False,0.05,0.015625,13.417722,3.9519048,14000,,,,
,0.855,0,65900,48448,65900,,0.85,0,,MYR,0.855,0.855,,,-,-,0.844,0.98,0.825,,,,,490103072,1,,,0.855,,,0.855,3,7.815688,0.855,0.855,0.855,0.855,5000,-,,5127.KL,,False,0.063,0.07368421,4.9137936,0.8822727,5000,,,,
,0.65,0,11800,9617,11800,,0.58,0,,MYR,0.605,0.57,,,-,-,0.678,0.895,0.555,,,,,72235792,1,,,0.57,,,0.605,3,,0.605,0.57,0.57,0.605,8400,-,,5129.KL,,False,0.018,0.029752064,5.761905,0.7259009,8400,,,,
,1.08,0,89600,31754,89600,,1.07,0,,MYR,1.08,1.08,,,-,-,1.094,1.21,1.06,,,,,131545088,1,,,1.08,,,1.07,2,,1.08,1.08,1.08,1.07,11500,-,,5130.KL,,False,0.079,0.073831774,8.780488,1.1014415,11500,,,,
,1.47,0,30400,41362,30400,,1.44,0,,MYR,1.45,1.44,,,-,-,1.464,2.15,1.37,,,,,662400000,1,,,1.45,,,1.42,2,,1.45,1.44,1.45,1.42,20000,-,,5131.KL,,False,0.06,0.04225352,13.980583,1.6641442,20000,,,,
,1.01,0,193600,452571,193600,,1.0,0,,MYR,1.01,0.99,,,-,-,1.126,1.21,0.755,,,,,404000000,1,,,0.99,,,0.99,2,,1.01,0.99,0.99,0.99,33500,-,,5132.KL,,False,0.055,0.055555556,9.439252,1.0479091,33500,,,,
,0.47,0,0,53734,0,,0.46,0,,MYR,0.47,0.415,,,-,-,0.617,1.18,0.415,,,,,152449824,1,,,0.415,,,0.415,3,,0.47,0.415,0.415,0.415,361300,-,,5133.KL,,False,0.02,0.04819277,4.0254235,0.74527276,361300,,,,
,3.88,0,2540,0,2540,,3.78,0,,MYR,3.8,3.78,,,-,-,4.22,5.25,3.78,,,,,517610528,1,,,3.8,,,3.8,2,,3.8,3.78,3.8,3.8,14900,-,,5134.KL,,False,0.05,0.013157895,20.769232,4.2736583,14900,,,,
,2.35,0,0,43925,0,,2.25,0,,MYR,2.28,2.21,,,-,-,2.4,2.7,2.21,,,,,1767339264,1,,,2.27,,,2.21,2,4.0039496,2.28,2.21,2.27,2.21,108300,-,,5138.KL,,False,0.08,0.036199093,18.571428,2.508018,108300,,,,
,14.5,0,31500,141322,31500,,14.34,0,,MYR,14.5,14.34,,,-,-,12.78,14.6,11.98,,,,,2073600000,1,,,14.48,,,14.38,2,,14.5,14.34,14.48,14.38,36800,-,,5139.KL,,False,0.595,0.041376915,9.467455,13.214909,36800,,,,
,1.76,0,0,13968,0,,1.75,0,,MYR,1.79,1.76,,,-,-,1.824,2.58,1.55,,,,,352000000,1,,,1.78,,,1.8,2,,1.79,1.76,1.78,1.8,10000,-,,5140.KL,,False,0.045,0.025000002,11.503268,1.9463637,10000,,,,
,0.62,0,978300,465148,978300,,0.615,0,,MYR,0.64,0.615,,,-,-,0.607,0.89,0.585,,,,,168628080,1,,,0.625,,,0.625,3,,0.64,0.615,0.625,0.625,464400,-,,5143.KL,,False,0.065,0.103999995,3.7272727,0.71509093,464400,,,,
,1.03,0,151500,286945,151500,,1.01,0,,MYR,1.03,1.01,,,-,-,1.036,1.27,0.75,,,,,140080000,1,,,1.01,,,1.01,2,,1.03,1.01,1.01,1.01,302200,-,,5147.KL,,False,0.035,0.034653466,34.333332,1.0731363,302200,,,,
,0.985,0,15000,117871,15000,,0.95,0,,MYR,0.995,0.905,,,-,-,1.0539999,1.43,0.905,,,,,82685144,1,,,0.96,,,0.96,3,,0.995,0.905,0.96,0.96,96300,-,,5152.KL,,False,0.01,0.010416667,11.3125,1.2222728,96300,,,,
,0.315,0,422400,580348,422400,,0.31,0,,MYR,0.315,0.31,,,-,-,0.287,0.41,0.275,,,,,,1,,,0.315,,,0.315,3,,0.315,0.31,0.315,0.315,172000,-,,5158.KL,,False,,,,0.33577272,172000,,,,
,1.23,0,0,49140,0,,1.19,0,,MYR,1.2,1.2,,,-,-,1.03,1.56,1.01,,,,,,1,,,1.2,,,1.19,2,,1.2,1.2,1.2,1.19,36400,-,,5159.KL,,False,,,,1.1126126,36400,,,,
,0.625,0,60500,130908,60500,,0.615,0,,MYR,0.625,0.615,,,-,-,0.624,1.0,0.6,,,,,184506144,1,,,0.615,,,0.62,3,,0.625,0.615,0.615,0.62,76000,-,,5160.KL,,False,0.04,0.06451613,6.2755103,0.77922726,76000,,,,
,0.295,0,188500,651725,188500,,0.29,0,,MYR,0.295,0.29,,,-,-,0.303,0.615,0.29,,,,,607750144,1,,,0.29,,,0.29,3,,0.295,0.29,0.29,0.29,84100,-,,5161.KL,,False,0.068,0.23448278,4.275362,0.39477274,84100,,,,
,1.06,0,13600,31417,13600,,1.04,0,,MYR,1.07,1.05,,,-,-,1.14,1.49,1.05,,,,,188999984,1,,,1.07,,,1.05,2,,1.07,1.05,1.07,1.05,12000,-,,5162.KL,,False,0.06,0.057142857,6.6878977,1.209091,12000,,,,
,5.93,0,1800900,3268677,1800900,,5.92,0,,MYR,6.01,5.9,,,-,-,5.798,6.64,3.19,,,,,,1,,,5.95,,,5.9,2,,6.01,5.9,5.95,5.9,2445300,-,,5168.KL,,False,,,,5.675091,2445300,,,,
,0.44,0,49500,47968,49500,,0.415,0,,MYR,0.435,0.41,,,-,-,0.58100003,1.23,0.41,,,,,137916736,1,,,0.41,,,0.42,3,,0.435,0.41,0.41,0.42,56900,-,,5170.KL,,False,0.06,0.14285715,4.484536,0.6645495,56900,,,,
,1.36,0,103200,46968,103200,,1.35,0,,MYR,1.39,1.35,,,-,-,2.07,2.43,1.35,,,,,408737152,1,,,1.39,,,1.39,2,,1.39,1.35,1.39,1.39,973900,-,,5171.KL,,False,0.058,0.04172662,5.55102,2.1832433,973900,,,,
,1.71,0,696100,1293071,696100,,1.69,0,,MYR,1.72,1.7,,,-,-,1.652,1.9,1.48,,,,,5004664320,1,,,1.72,,,1.7,2,,1.72,1.7,1.72,1.7,1195700,-,,5176.KL,,False,0.091,0.053529408,8.947369,1.6731818,1195700,,,,
