code,name,ex_dividend_date,dividend,payment_date,yield
5142,Wah Seong Corporation Bhd (WAHE),"Mar 11, 2016",0.03,"Apr 05, 2016",3.59%
5142,Wah Seong Corporation Bhd (WAHE),"Sep 11, 2015",0.045,"Oct 06, 2015",5.52%
5819,Hong Leong Bank Bhd (HLBB),"Mar 12, 2018",0.46,"Mar 28, 2018",2.28%
5819,Hong Leong Bank Bhd (HLBB),"Oct 27, 2017",0.45,"Nov 15, 2017",2.47%
5819,Hong Leong Bank Bhd (HLBB),"Mar 07, 2017",0.41,"Mar 23, 2017",2.59%
5819,Hong Leong Bank Bhd (HLBB),"Oct 31, 2016",0.41,"Nov 17, 2016",3.05%
5819,Hong Leong Bank Bhd (HLBB),"Mar 08, 2016",0.4013,"Mar 24, 2016",3.12%
5819,Hong Leong Bank Bhd (HLBB),"Oct 29, 2015",0.3963,"Nov 18, 2015",3.01%
6947,DiGi.Com Bhd (DSOM),"Aug 29, 2018",0.193,"Sep 28, 2018",4.11%
6947,DiGi.Com Bhd (DSOM),"May 31, 2018",0.19,"Jun 29, 2018",4.55%
6947,DiGi.Com Bhd (DSOM),"Feb 22, 2018",0.188,"Mar 23, 2018",4.18%
6947,DiGi.Com Bhd (DSOM),"Nov 21, 2017",0.142,"Dec 22, 2017",2.90%
6947,DiGi.Com Bhd (DSOM),"Aug 29, 2017",0.197,"Sep 29, 2017",4.13%
6947,DiGi.Com Bhd (DSOM),"May 29, 2017",0.205,"Jun 30, 2017",4.10%
8869,Press Metal Bhd (PMET),"Aug 30, 2018",0.06,"Sep 19, 2018",1.26%
8869,Press Metal Bhd (PMET),"Jun 01, 2018",0.06,"Jun 19, 2018",1.22%
8869,Press Metal Bhd (PMET),"Mar 13, 2018",0.06,"Apr 03, 2018",1.21%
8869,Press Metal Bhd (PMET),"Dec 13, 2017",0.06,"Dec 29, 2017",1.04%
8869,Press Metal Bhd (PMET),"Aug 30, 2017",0.055,"Sep 20, 2017",1.18%
8869,Press Metal Bhd (PMET),"Jun 02, 2017",0.0507,"Jun 21, 2017",1.55%
5264,Malakoff Corporation Bhd (MALA),"May 14, 2018",0.062,"Jun 01, 2018",6.29%
5264,Malakoff Corporation Bhd (MALA),"Sep 08, 2017",0.06,"Oct 06, 2017",6.82%
5264,Malakoff Corporation Bhd (MALA),"May 03, 2017",0.07,"May 23, 2017",6.93%
5264,Malakoff Corporation Bhd (MALA),"Sep 06, 2016",0.055,"Oct 04, 2016",4.66%
5264,Malakoff Corporation Bhd (MALA),"May 05, 2016",0.07,"May 27, 2016",4.09%
8877,Ekovest Bhd (EKOV),"Dec 27, 2017",0.02,"Jan 26, 2018",2.65%
8877,Ekovest Bhd (EKOV),"Jan 26, 2017",0.012,"Feb 16, 2017",1.03%
8877,Ekovest Bhd (EKOV),"Feb 25, 2016",0.02,"Mar 17, 2016",1.04%
8877,Ekovest Bhd (EKOV),"Feb 25, 2015",0.02,"Mar 18, 2015",-
83,Notion Vtec Bhd (NVTE),"Sep 05, 2017",0.0225,"Sep 21, 2017",3.04%
83,Notion Vtec Bhd (NVTE),"Jun 16, 2017",0.025,"Jul 07, 2017",2.14%
83,Notion Vtec Bhd (NVTE),"Apr 21, 2017",0.0175,"May 19, 2017",1.34%
83,Notion Vtec Bhd (NVTE),"Mar 29, 2017",0.0175,"Apr 14, 2017",1.43%
7155,SKP Resources Bhd (SKPR),"Oct 03, 2018",0.0507,"Oct 26, 2018",3.81%
7155,SKP Resources Bhd (SKPR),"Oct 03, 2017",0.0415,"Oct 27, 2017",2.77%
7155,SKP Resources Bhd (SKPR),"Sep 01, 2016",0.035,"Sep 27, 2016",2.63%
7155,SKP Resources Bhd (SKPR),"Sep 30, 2015",0.0196,"Oct 26, 2015",1.63%
5279,Serba Dinamik Holdings Bhd (SERB),"Jun 11, 2018",0.065,"Jun 29, 2018",1.67%
5279,Serba Dinamik Holdings Bhd (SERB),"Mar 13, 2018",0.068,"Mar 30, 2018",2.11%
5227,IGB Real Estate Investment Trust (IGRE),"Jul 26, 2018",0.0952,"Aug 20, 2018",5.50%
5227,IGB Real Estate Investment Trust (IGRE),"May 04, 2018",0.0957,"May 31, 2018",5.77%
5227,IGB Real Estate Investment Trust (IGRE),"Feb 06, 2018",0.0928,"Feb 28, 2018",6.11%
5227,IGB Real Estate Investment Trust (IGRE),"Aug 14, 2017",0.0868,"Aug 30, 2017",5.43%
5227,IGB Real Estate Investment Trust (IGRE),"Feb 08, 2017",0.0871,"Feb 28, 2017",5.03%
5227,IGB Real Estate Investment Trust (IGRE),"Aug 05, 2016",0.0813,"Aug 29, 2016",4.93%
0171,PeterLabs Holdings Bhd (PLHB),"Jan 17, 2018",0.006,"Feb 09, 2018",2.22%
0171,PeterLabs Holdings Bhd (PLHB),"Dec 28, 2016",0.007,"Jan 24, 2017",2.26%
0127,JHM Consolidation Bhd (JHMC),"Jun 04, 2018",0.0088,"Jun 20, 2018",0.68%
0127,JHM Consolidation Bhd (JHMC),"Dec 14, 2017",0.0075,"Dec 28, 2017",0.72%
5101,Evergreen Fibreboard Bhd (EVGN),"Jul 30, 2018",0.0138,"Aug 17, 2018",2.32%
5101,Evergreen Fibreboard Bhd (EVGN),"Jul 31, 2017",0.02,"Aug 18, 2017",4.71%
5101,Evergreen Fibreboard Bhd (EVGN),"Mar 18, 2016",0.01,"Apr 20, 2016",1.12%
35,OPCOM Holdings Bhd (OPCM),"Aug 16, 2018",0.0325,"Sep 07, 2018",3.48%
35,OPCOM Holdings Bhd (OPCM),"Aug 23, 2017",0.04,"Sep 08, 2017",4.06%
35,OPCOM Holdings Bhd (OPCM),"Aug 26, 2015",0.02,"Sep 10, 2015",3.33%
0172,OCK Group Bhd (OCKG),"Feb 27, 2018",0.01,"Mar 28, 2018",1.56%
0172,OCK Group Bhd (OCKG),"Mar 28, 2016",0.006,"Apr 14, 2016",0.69%
5056,Engtex Group Bhd (ETEX),"Jun 12, 2018",0.015,"Jul 03, 2018",1.39%
5056,Engtex Group Bhd (ETEX),"Dec 13, 2017",0.0125,"Dec 29, 2017",1.26%
5056,Engtex Group Bhd (ETEX),"Jun 20, 2017",0.01,"Jul 03, 2017",0.88%
5056,Engtex Group Bhd (ETEX),"Jun 14, 2016",0.0075,"Jul 01, 2016",0.57%
5056,Engtex Group Bhd (ETEX),"Jun 11, 2015",0.01,"Jul 01, 2015",0.85%
5216,Datasonic Group Bhd (DSON),"Jun 19, 2018",0.04,"Jul 06, 2018",4.82%
5216,Datasonic Group Bhd (DSON),"Mar 13, 2018",0.045,"Mar 29, 2018",5.14%
5216,Datasonic Group Bhd (DSON),"Dec 20, 2017",0.04,"Jan 09, 2018",3.81%
5216,Datasonic Group Bhd (DSON),"Sep 28, 2017",0.04,"Oct 13, 2017",3.54%
5216,Datasonic Group Bhd (DSON),"Jun 07, 2017",0.04,"Jun 20, 2017",3.33%
5216,Datasonic Group Bhd (DSON),"Apr 10, 2017",0.025,"Apr 21, 2017",1.92%
5576,Minho M Bhd (MNHO),"Jan 22, 2018",0.0075,"Feb 12, 2018",1.56%
7100,Uchi Technologies Bhd (UCHI),"Aug 06, 2018",0.15,"Aug 21, 2018",4.52%
7100,Uchi Technologies Bhd (UCHI),"Dec 27, 2017",0.15,"Jan 25, 2018",5.60%
7100,Uchi Technologies Bhd (UCHI),"Jun 28, 2017",0.13,"Jul 26, 2017",3.75%
7100,Uchi Technologies Bhd (UCHI),"Dec 28, 2016",0.11,"Jan 24, 2017",6.11%
7100,Uchi Technologies Bhd (UCHI),"Jun 28, 2016",0.1055,"Jul 22, 2016",6.36%
7100,Uchi Technologies Bhd (UCHI),"Dec 29, 2015",0.1,"Jan 26, 2016",6.02%
1368,Faber Group Bhd (UEME),"May 03, 2018",0.13,"May 17, 2018",5.49%
1368,Faber Group Bhd (UEME),"Sep 06, 2017",0.08,"Sep 20, 2017",3.42%
1368,Faber Group Bhd (UEME),"Jun 06, 2017",0.07,"Jun 21, 2017",2.80%
1368,Faber Group Bhd (UEME),"Mar 14, 2016",0.15,"Mar 31, 2016",4.60%
1368,Faber Group Bhd (UEME),"Jun 08, 2015",0.05,"Jun 24, 2015",1.47%
5205,Eversendai Corporation Bhd (ESCB),"Jun 13, 2016",0.005,"Jul 14, 2016",0.53%
5205,Eversendai Corporation Bhd (ESCB),"Jul 08, 2015",0.0125,"Jul 24, 2015",1.82%
2879,Chemical Company of Malaysia (CLMS),"Jun 20, 2018",0.105,"Jun 29, 2018",6.25%
2879,Chemical Company of Malaysia (CLMS),"May 15, 2017",0.15,"Jun 01, 2017",7.98%
2879,Chemical Company of Malaysia (CLMS),"Oct 28, 2016",0.05,"Nov 18, 2016",3.23%
2879,Chemical Company of Malaysia (CLMS),"May 18, 2016",0.0375,"Jun 03, 2016",4.41%
2879,Chemical Company of Malaysia (CLMS),"Sep 14, 2015",0.025,"Oct 01, 2015",2.78%
8893,M K Land Holdings Bhd (MKLH),"Dec 10, 2015",0.03,"Dec 31, 2015",10.53%
8893,M K Land Holdings Bhd (MKLH),"Apr 07, 2015",0.01,"Apr 23, 2015",-
7285,Tomypak Holdings Bhd (TOMY),"Jun 13, 2018",0.021,"Jul 09, 2018",2.78%
7285,Tomypak Holdings Bhd (TOMY),"Mar 13, 2018",0.026,"Apr 05, 2018",3.33%
7285,Tomypak Holdings Bhd (TOMY),"Dec 07, 2017",0.032,"Dec 27, 2017",3.28%
7285,Tomypak Holdings Bhd (TOMY),"Sep 19, 2017",0.032,"Oct 02, 2017",3.25%
7285,Tomypak Holdings Bhd (TOMY),"May 31, 2017",0.032,"Jun 16, 2017",3.23%
7285,Tomypak Holdings Bhd (TOMY),"Mar 14, 2017",0.076,"Apr 03, 2017",3.25%
2054,TDM Bhd (TDMS),"Jul 12, 2018",0.005,"Aug 14, 2018",2.08%
2054,TDM Bhd (TDMS),"Jun 29, 2017",0.005,"Aug 02, 2017",2.04%
2054,TDM Bhd (TDMS),"Jul 15, 2016",0.012,"Aug 16, 2016",1.83%
2054,TDM Bhd (TDMS),"May 11, 2015",0.015,"Jun 02, 2015",2.10%
0179,Bioalpha Holdings Bhd (BIOA),"Dec 18, 2017",0.001,"Jan 08, 2018",0.38%
3816,MISC Bhd (MISC),"Aug 17, 2018",0.3,"Sep 14, 2018",5.03%
3816,MISC Bhd (MISC),"May 24, 2018",0.3,"Jun 12, 2018",4.62%
3816,MISC Bhd (MISC),"Feb 26, 2018",0.3,"Mar 15, 2018",4.25%
3816,MISC Bhd (MISC),"Nov 15, 2017",0.31,"Nov 30, 2017",4.35%
3816,MISC Bhd (MISC),"Aug 21, 2017",0.14,"Sep 07, 2017",2.00%
3816,MISC Bhd (MISC),"May 19, 2017",0.27,"May 31, 2017",3.60%
6399,Astro Malaysia Holdings Bhd (ASTR),"Apr 10, 2018",0.12,"Apr 27, 2018",6.67%
6399,Astro Malaysia Holdings Bhd (ASTR),"Dec 19, 2017",0.115,"Jan 05, 2018",6.22%
6399,Astro Malaysia Holdings Bhd (ASTR),"Sep 29, 2017",0.115,"Oct 13, 2017",5.67%
6399,Astro Malaysia Holdings Bhd (ASTR),"Jun 30, 2017",0.115,"Jul 14, 2017",4.29%
6399,Astro Malaysia Holdings Bhd (ASTR),"Apr 10, 2017",0.13,"Apr 27, 2017",4.74%
6399,Astro Malaysia Holdings Bhd (ASTR),"Dec 21, 2016",0.1367,"Jan 06, 2017",4.85%
7084,QL Resources Bhd (QRES),"Sep 06, 2018",0.045,"Sep 20, 2018",0.74%
7084,QL Resources Bhd (QRES),"Sep 08, 2017",0.0327,"Sep 20, 2017",0.54%
7084,QL Resources Bhd (QRES),"Aug 30, 2016",0.0425,"Sep 15, 2016",0.87%
7084,QL Resources Bhd (QRES),"Aug 28, 2015",0.0425,"Sep 15, 2015",0.96%
5209,Gas Malaysia Bhd (GASM),"Aug 28, 2018",0.135,"Sep 26, 2018",4.58%
5209,Gas Malaysia Bhd (GASM),"May 28, 2018",0.13,"Jun 26, 2018",4.41%
5209,Gas Malaysia Bhd (GASM),"Mar 02, 2018",0.1286,"Mar 27, 2018",4.66%
5209,Gas Malaysia Bhd (GASM),"Sep 14, 2017",0.1286,"Oct 06, 2017",4.80%
5209,Gas Malaysia Bhd (GASM),"May 24, 2017",0.1286,"Jun 16, 2017",4.34%
5209,Gas Malaysia Bhd (GASM),"Mar 01, 2017",0.08,"Mar 20, 2017",2.63%
7047,Fajarbaru Builder Group Bhd (FAJA),"Dec 06, 2016",0.025,"Dec 29, 2016",5.68%
7047,Fajarbaru Builder Group Bhd (FAJA),"Dec 08, 2015",0.0125,"Dec 23, 2015",2.45%
7047,Fajarbaru Builder Group Bhd (FAJA),"Jul 01, 2015",0.0125,"Jul 31, 2015",-
2445,Kuala Lumpur Kepong Bhd (KLKK),"Jul 12, 2018",0.5,"Aug 07, 2018",2.00%
2445,Kuala Lumpur Kepong Bhd (KLKK),"Feb 19, 2018",0.5,"Mar 13, 2018",1.96%
2445,Kuala Lumpur Kepong Bhd (KLKK),"Jul 13, 2017",0.5,"Aug 08, 2017",2.04%
2445,Kuala Lumpur Kepong Bhd (KLKK),"Feb 20, 2017",0.5,"Mar 14, 2017",2.01%
2445,Kuala Lumpur Kepong Bhd (KLKK),"Jul 14, 2016",0.45,"Aug 09, 2016",1.89%
2445,Kuala Lumpur Kepong Bhd (KLKK),"Feb 22, 2016",0.45,"Mar 15, 2016",1.97%
5263,Sunway Construction Group Bhd (SCOG),"Sep 05, 2018",0.075,"Sep 27, 2018",3.85%
5263,Sunway Construction Group Bhd (SCOG),"Mar 21, 2018",0.07,"Apr 19, 2018",3.47%
5263,Sunway Construction Group Bhd (SCOG),"Sep 14, 2017",0.055,"Sep 28, 2017",2.29%
5263,Sunway Construction Group Bhd (SCOG),"Mar 21, 2017",0.05,"Apr 20, 2017",2.18%
5263,Sunway Construction Group Bhd (SCOG),"Sep 15, 2016",0.045,"Sep 29, 2016",2.63%
5263,Sunway Construction Group Bhd (SCOG),"Mar 23, 2016",0.04,"Apr 21, 2016",2.44%
5222,Felda Global Ventures Holdings Bhd (FGVH),"Dec 07, 2017",0.0525,"Dec 28, 2017",3.48%
5222,Felda Global Ventures Holdings Bhd (FGVH),"May 29, 2017",0.01,"Jun 15, 2017",0.52%
5222,Felda Global Ventures Holdings Bhd (FGVH),"Jun 16, 2016",0.04,"Jun 30, 2016",1.98%
5222,Felda Global Ventures Holdings Bhd (FGVH),"Dec 09, 2015",0.06,"Dec 28, 2015",4.03%
5222,Felda Global Ventures Holdings Bhd (FGVH),"Jun 26, 2015",0.1,"Jul 10, 2015",-
6483,K N Kenanga Holdings Bhd (KNNK),"May 22, 2018",0.03,"May 31, 2018",3.92%
6483,K N Kenanga Holdings Bhd (KNNK),"May 24, 2017",0.0225,"Jun 09, 2017",3.98%
6483,K N Kenanga Holdings Bhd (KNNK),"Jun 12, 2015",0.01,"Jun 25, 2015",2.11%
7111,Weida (M) Bhd (WEID),"Oct 05, 2017",0.03,"Oct 27, 2017",1.39%
7111,Weida (M) Bhd (WEID),"Oct 06, 2016",0.03,"Oct 27, 2016",1.50%
7111,Weida (M) Bhd (WEID),"Nov 05, 2015",0.03,"Nov 24, 2015",1.91%
1818,Bursa Malaysia Bhd (BMYS),"Aug 14, 2018",0.2633,"Aug 29, 2018",3.40%
1818,Bursa Malaysia Bhd (BMYS),"Feb 19, 2018",0.2567,"Mar 05, 2018",3.29%
1818,Bursa Malaysia Bhd (BMYS),"Aug 08, 2017",0.37,"Aug 23, 2017",3.40%
1818,Bursa Malaysia Bhd (BMYS),"Apr 03, 2017",0.34,"Apr 18, 2017",3.32%
1818,Bursa Malaysia Bhd (BMYS),"Aug 05, 2016",0.35,"Aug 19, 2016",3.99%
1818,Bursa Malaysia Bhd (BMYS),"Apr 01, 2016",0.345,"Apr 18, 2016",3.88%
0037,RGB International Bhd (RGBI),"Jun 13, 2018",0.007,"Jun 28, 2018",2.41%
0037,RGB International Bhd (RGBI),"Jun 13, 2017",0.006,"Jun 30, 2017",2.45%
0037,RGB International Bhd (RGBI),"Mar 29, 2017",0.0055,"Apr 14, 2017",1.93%
0037,RGB International Bhd (RGBI),"Jun 28, 2016",0.005,"Jul 15, 2016",1.45%
0037,RGB International Bhd (RGBI),"Mar 29, 2016",0.0045,"Apr 15, 2016",2.90%
0037,RGB International Bhd (RGBI),"Jun 26, 2015",0.0025,"Jul 15, 2015",1.47%
8524,Taliworks Corporation Bhd (TWRK),"Jun 13, 2018",0.08,"Jul 13, 2018",6.40%
8524,Taliworks Corporation Bhd (TWRK),"Mar 15, 2018",0.08,"Apr 13, 2018",8.84%
8524,Taliworks Corporation Bhd (TWRK),"Dec 14, 2017",0.08,"Jan 10, 2018",8.74%
8524,Taliworks Corporation Bhd (TWRK),"Aug 29, 2017",0.08,"Sep 21, 2017",7.27%
8524,Taliworks Corporation Bhd (TWRK),"Jun 15, 2017",0.08,"Jul 14, 2017",5.41%
8524,Taliworks Corporation Bhd (TWRK),"Mar 01, 2017",0.08,"Mar 31, 2017",5.37%
5200,UOA Development Bhd (UOAD),"Jun 22, 2018",0.15,"Jul 23, 2018",6.41%
5200,UOA Development Bhd (UOAD),"Jun 14, 2017",0.15,"Jul 14, 2017",5.88%
5200,UOA Development Bhd (UOAD),"Jun 14, 2016",0.15,"Jul 15, 2016",5.77%
5200,UOA Development Bhd (UOAD),"Jun 15, 2015",0.13,"Jul 14, 2015",5.73%
5041,PBA Holdings Bhd (PBAH),"Jul 04, 2018",0.04,"Jul 20, 2018",3.39%
5041,PBA Holdings Bhd (PBAH),"Dec 20, 2017",0.04,"Jan 12, 2018",3.60%
5041,PBA Holdings Bhd (PBAH),"Jul 04, 2017",0.04,"Jul 21, 2017",3.39%
5041,PBA Holdings Bhd (PBAH),"Dec 21, 2016",0.0375,"Jan 13, 2017",3.02%
5041,PBA Holdings Bhd (PBAH),"Jun 28, 2016",0.0375,"Jul 22, 2016",3.21%
5041,PBA Holdings Bhd (PBAH),"Dec 16, 2015",0.0375,"Jan 08, 2016",3.38%
3662,Malayan Flour Mills Bhd (MFMS),"Sep 04, 2018",0.055,"Sep 20, 2018",4.51%
3662,Malayan Flour Mills Bhd (MFMS),"Mar 14, 2018",0.065,"Mar 30, 2018",5.33%
3662,Malayan Flour Mills Bhd (MFMS),"Aug 30, 2017",0.065,"Sep 19, 2017",3.17%
3662,Malayan Flour Mills Bhd (MFMS),"Mar 08, 2017",0.065,"Mar 24, 2017",2.75%
3662,Malayan Flour Mills Bhd (MFMS),"Aug 29, 2016",0.05,"Sep 15, 2016",3.31%
3662,Malayan Flour Mills Bhd (MFMS),"Mar 09, 2016",0.04,"Mar 25, 2016",2.42%
7117,CJ Century Logistics Holdings Bhd (CJCE),"May 08, 2018",0.015,"May 31, 2018",2.03%
7117,CJ Century Logistics Holdings Bhd (CJCE),"Aug 30, 2017",0.03,"Sep 20, 2017",3.35%
7117,CJ Century Logistics Holdings Bhd (CJCE),"May 08, 2017",0.035,"May 25, 2017",2.94%
7117,CJ Century Logistics Holdings Bhd (CJCE),"Dec 05, 2016",0.04,"Dec 22, 2016",4.44%
7117,CJ Century Logistics Holdings Bhd (CJCE),"Dec 04, 2015",0.045,"Dec 23, 2015",5.66%
7117,CJ Century Logistics Holdings Bhd (CJCE),"Sep 01, 2015",0.04,"Sep 17, 2015",4.32%
7148,CCM Duopharma Biotech Bhd (CCMD),"Jun 13, 2018",0.0364,"Jul 17, 2018",2.98%
7148,CCM Duopharma Biotech Bhd (CCMD),"Oct 17, 2017",0.065,"Nov 10, 2017",1.99%
7148,CCM Duopharma Biotech Bhd (CCMD),"May 26, 2017",0.065,"Jun 23, 2017",3.22%
7148,CCM Duopharma Biotech Bhd (CCMD),"Oct 19, 2016",0.08,"Nov 11, 2016",3.57%
7148,CCM Duopharma Biotech Bhd (CCMD),"Jun 06, 2016",0.095,"Jun 28, 2016",4.36%
7148,CCM Duopharma Biotech Bhd (CCMD),"Oct 13, 2015",0.1475,"Nov 06, 2015",5.63%
7222,Imaspro Corporation Bhd (IMSP),"Dec 29, 2017",0.035,"Jan 16, 2018",1.56%
7222,Imaspro Corporation Bhd (IMSP),"Dec 30, 2016",0.035,"Jan 17, 2017",1.92%
7222,Imaspro Corporation Bhd (IMSP),"Jan 04, 2016",0.035,"Jan 18, 2016",1.71%
7222,Imaspro Corporation Bhd (IMSP),"Jan 07, 2015",0.035,"Jan 19, 2015",-
8567,Salcon Engineering Berhad (SLCN),"Jul 03, 2018",0.008,"Jul 19, 2018",2.58%
8567,Salcon Engineering Berhad (SLCN),"May 27, 2016",0.0189,"Jun 15, 2016",4.34%
8567,Salcon Engineering Berhad (SLCN),"Jun 26, 2015",0.03,"Jul 16, 2015",4.76%
7173,Toyo Ink Group Bhd (TOYG),"Jan 22, 2015",0.01,"Feb 16, 2015",1.89%
7153,Kossan Rubber Industries Bhd (KRIB),"Jun 04, 2018",0.055,"Jul 03, 2018",1.25%
7153,Kossan Rubber Industries Bhd (KRIB),"Dec 15, 2017",0.11,"Jan 10, 2018",1.43%
7153,Kossan Rubber Industries Bhd (KRIB),"Jun 02, 2017",0.11,"Jul 05, 2017",1.35%
7153,Kossan Rubber Industries Bhd (KRIB),"Dec 15, 2016",0.115,"Jan 10, 2017",1.86%
7153,Kossan Rubber Industries Bhd (KRIB),"Jun 01, 2016",0.12,"Jul 05, 2016",1.88%
7153,Kossan Rubber Industries Bhd (KRIB),"Dec 21, 2015",0.1,"Jan 12, 2016",1.52%
5226,Gabungan AQRS Bhd (GAQR),"May 28, 2018",0.0238,"Jun 12, 2018",1.93%
5226,Gabungan AQRS Bhd (GAQR),"Dec 06, 2017",0.005,"Dec 21, 2017",0.31%
8664,SP Setia Bhd (SETI),"Mar 21, 2018",0.154,"Apr 20, 2018",5.24%
8664,SP Setia Bhd (SETI),"Sep 12, 2017",0.1948,"Oct 13, 2017",6.16%
8664,SP Setia Bhd (SETI),"Jun 16, 2017",0.2,"Jul 19, 2017",5.71%
8664,SP Setia Bhd (SETI),"Oct 26, 2016",0.1667,"Nov 22, 2016",4.20%
8664,SP Setia Bhd (SETI),"Jun 30, 2016",0.2167,"Aug 03, 2016",6.63%
8664,SP Setia Bhd (SETI),"Aug 07, 2015",0.097,"Sep 09, 2015",3.10%
5204,Prestariang Bhd (PSTG),"Jun 04, 2018",0.025,"Jul 04, 2018",1.89%
5204,Prestariang Bhd (PSTG),"Mar 12, 2018",0.0275,"Apr 05, 2018",2.37%
5204,Prestariang Bhd (PSTG),"Dec 07, 2017",0.03,"Jan 05, 2018",1.84%
5204,Prestariang Bhd (PSTG),"Sep 08, 2017",0.0325,"Sep 20, 2017",2.69%
5204,Prestariang Bhd (PSTG),"Jun 05, 2017",0.03,"Jun 21, 2017",1.79%
5204,Prestariang Bhd (PSTG),"Mar 07, 2017",0.03,"Mar 21, 2017",1.29%
3204,George Kent (Malaysia) Bhd (GKMS),"Apr 03, 2018",0.095,"Apr 25, 2018",7.25%
3204,George Kent (Malaysia) Bhd (GKMS),"Oct 11, 2017",0.0717,"Nov 09, 2017",1.63%
3204,George Kent (Malaysia) Bhd (GKMS),"Jun 28, 2017",0.0667,"Jul 20, 2017",2.22%
3204,George Kent (Malaysia) Bhd (GKMS),"Dec 19, 2016",0.078,"Jan 13, 2017",2.01%
3204,George Kent (Malaysia) Bhd (GKMS),"Jul 08, 2016",0.04,"Aug 02, 2016",1.72%
3204,George Kent (Malaysia) Bhd (GKMS),"Dec 31, 2015",0.035,"Jan 26, 2016",2.12%
0108,N2N Connect Bhd (NNCB),"Mar 14, 2018",0.03,"Mar 28, 2018",2.61%
0108,N2N Connect Bhd (NNCB),"Aug 11, 2017",0.02,"Aug 25, 2017",2.19%
0108,N2N Connect Bhd (NNCB),"Sep 14, 2016",0.02,"Sep 30, 2016",2.67%
0001,Supercomnet Technologies Bhd (SCTH),"Jun 07, 2016",0.004,"Jul 08, 2016",2.35%
4588,UMW Holdings Bhd (UMWS),"Jun 04, 2018",0.05,"Jun 21, 2018",0.96%
4588,UMW Holdings Bhd (UMWS),"Mar 10, 2016",0.2,"Mar 23, 2016",3.86%
4588,UMW Holdings Bhd (UMWS),"Sep 23, 2015",0.41,"Oct 08, 2015",5.90%
7078,Ahmad Zaki Resources Bhd (AZRB),"Oct 02, 2017",0.015,"Oct 16, 2017",2.94%
7078,Ahmad Zaki Resources Bhd (AZRB),"Jul 18, 2016",0.02,"Aug 15, 2016",1.71%
7078,Ahmad Zaki Resources Bhd (AZRB),"Jul 15, 2015",0.02,"Aug 14, 2015",2.80%
4324,Hengyuan Refining Company Bhd (HENY),"Mar 16, 2018",0.02,"Apr 17, 2018",0.28%
4065,PPB Group Bhd (PEPT),"Sep 13, 2018",0.2633,"Oct 04, 2018",1.57%
4065,PPB Group Bhd (PEPT),"May 16, 2018",0.25,"May 31, 2018",1.49%
4065,PPB Group Bhd (PEPT),"Sep 07, 2017",0.25,"Sep 28, 2017",1.38%
4065,PPB Group Bhd (PEPT),"May 11, 2017",0.25,"May 25, 2017",1.50%
4065,PPB Group Bhd (PEPT),"Sep 07, 2016",0.25,"Sep 28, 2016",1.51%
4065,PPB Group Bhd (PEPT),"May 11, 2016",0.25,"May 25, 2016",1.56%
1066,RHB Bank Bhd (RHBC),"Sep 18, 2018",0.175,"Oct 03, 2018",3.21%
1066,RHB Bank Bhd (RHBC),"Jun 04, 2018",0.15,"Jun 19, 2018",2.78%
1066,RHB Bank Bhd (RHBC),"Sep 29, 2017",0.12,"Oct 13, 2017",2.21%
1066,RHB Bank Bhd (RHBC),"May 15, 2017",0.12,"May 29, 2017",2.37%
1066,RHB Bank Bhd (RHBC),"Sep 13, 2016",0.05,"Sep 30, 2016",0.98%
1066,RHB Bank Bhd (RHBC),"Apr 11, 2016",0.12,"Apr 29, 2016",2.18%
0111,K-One Technology Bhd (KONE),"Mar 31, 2015",0.005,"Apr 30, 2015",3.03%
0185,HSS Engineers Bhd (HSSE),"Jan 10, 2018",0.0077,"Jan 23, 2018",0.81%
0185,HSS Engineers Bhd (HSSE),"May 03, 2017",0.0063,"May 31, 2017",0.46%
5166,Minda Global Bhd (MIND),"Nov 19, 2015",0.1,"Dec 08, 2015",64.52%
5166,Minda Global Bhd (MIND),"Jul 10, 2015",0.05,"Jul 28, 2015",-
9318,Fitters Diversified Bhd (FITT),"Aug 23, 2016",0.006,"Sep 09, 2016",1.58%
9318,Fitters Diversified Bhd (FITT),"May 20, 2015",0.0274,"Jun 19, 2015",6.30%
8419,Pansar Bhd (PANS),"Aug 24, 2018",0.015,"Sep 26, 2018",1.75%
8419,Pansar Bhd (PANS),"Aug 23, 2017",0.01,"Sep 20, 2017",1.14%
8419,Pansar Bhd (PANS),"Aug 24, 2016",0.02,"Sep 23, 2016",4.76%
8419,Pansar Bhd (PANS),"Sep 07, 2015",0.0225,"Oct 08, 2015",5.17%
0023,IFCA MSC Bhd (IFCA),"Jun 11, 2018",0.005,"Jul 05, 2018",1.67%
0023,IFCA MSC Bhd (IFCA),"Jun 09, 2017",0.005,"Jul 07, 2017",1.82%
0023,IFCA MSC Bhd (IFCA),"May 27, 2016",0.01,"Jul 15, 2016",2.27%
9261,Gadang Holdings Bhd (GADA),"Nov 15, 2017",0.03,"Dec 05, 2017",3.97%
9261,Gadang Holdings Bhd (GADA),"Nov 08, 2016",0.028,"Nov 25, 2016",2.30%
9261,Gadang Holdings Bhd (GADA),"Nov 26, 2015",0.05,"Dec 23, 2015",1.66%
9261,Gadang Holdings Bhd (GADA),"Nov 26, 2014",0.04,"Dec 23, 2014",-
4634,POS Malaysia&Services Holdings Bhd (PSHL),"Sep 12, 2018",0.08,"Oct 12, 2018",2.23%
